"id","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"571","BROMAZEPAM","3MG|oral|comprimido",8.37,54.44,17,"BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|FLUXTAR|BROMAZEPAM|SOMALIUM|BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|LEXOTAN|BROMAZEPAM|BROMAZEPAM (PORTARIA 344/98 - LISTA B1)|BROMAZEPAM","13.65|13.58|43.55|23.53|13.85|16.83|8.37|12.9|11.99|26.18|14.72|16.06|15.39","17.06|16.98|54.44|29.41|17.31|21.04|10.46|16.13|14.99|32.73|18.4|20.08|19.24","16|16|51|27|16|20|10|15|14|31|17|19|18"
"572","BROMAZEPAM","6MG|oral|comprimido",12.95,87.55,26,"BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|FLUXTAR|BROMAZEPAM|SOMALIUM|BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|LEXOTAN|BROMAZEPAM|BROMAZEPAM (PORTARIA 344/98 - LISTA B1)|BROMAZEPAM","21.94|21.8|70.04|32.08|20.17|26.88|12.95|19.7|19|43.97|24.98|26.94|19.85","27.43|27.25|87.55|40.1|25.21|33.6|16.19|24.63|23.75|54.96|31.23|33.68|24.81","26|25|82|37|24|31|15|23|22|51|29|31|23"
"573","BROMAZEPAM;SULPIRIDA","1MG|25MG|oral|comprimido",20.93,26.16,24,"SULPAN","20.93","26.16","24"
"574","BROMETO DE GLICOPIRRÔNIO","50MCG|inalatorio|comprimido",34.91,186.52,104,"SEEBRI|SEEBRI","129.16|34.91","186.52|50.42","164|44"
"575","BROMETO DE GLICOPIRRÔNIO;MALEATO DE INDACATEROL","110MCG|50MCG|oral|comprimido",65.38,236.1,145,"ULTIBRO|ULTIBRO","65.38|163.49","94.42|236.1","83|207"
"576","BROMETO DE IPRATRÓPIO","0.25MG/ ML|inalatorio|solucao",9.87,12.34,12,"BROMETO DE IPRATRÓPIO","9.87","12.34","12"
"577","BROMETO DE IPRATRÓPIO","0.25MG/ML|inalatorio|solucao",6.45,1237.35,10.5,"BROMETO DE IPRATRÓPRIO|ATROVENT|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|AERODIVENT|BROMETO DE IPRATROPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO|IPRAVENT|BROMETO DE IPRATROPIO|BROMETO DE IPRATRÓPIO|BROMETO DE IPRATRÓPIO","9.65|14.97|6.45|989.88|6.45|8.01|7.11|9.89|9.87|782.04|8.81|782.04|11.8|9.32|9.09|9.91","12.06|18.71|8.06|1237.35|8.06|10.01|8.89|9.89|12.34|977.55|11.01|977.55|14.75|9.32|9.09|12.39","11|17|8|1154|8|9|8|10|12|912|10|912|14|9|9|12"
"578","BROMETO DE IPRATRÓPIO","20MCG|inalatorio|comprimido",20.07,25.09,23,"ATROVENT","20.07","25.09","23"
"579","BROMETO DE IPRATRÓPIO;BROMIDRATO DE FENOTEROL","0.02MG|0.05MG|inalatorio|solucao",11.42,14.28,13,"DUOVENT","11.42","14.28","13"
"580","BROMETO DE N-BUTILESCOPOLAMINA;DIPIRONA","4MG/ML|500MG/ML|injetavel|solucao",253.62,366.25,321,"HIOSPAN COMPOSTO","253.62","366.25","321"
"581","BROMETO DE OTILÔNIO","40MG|oral|comprimido",35.97,90.37,62.5,"LONIUM|LONIUM","35.97|62.58","51.95|90.37","46|79"
"582","BROMETO DE PANCURÔNIO","2MG/ML|injetavel|solucao",223.94,520.91,373.5,"PANCURON|BROMETO DE PANCURÔNIO","416.73|223.94","520.91|279.93","486|261"
"583","BROMETO DE PINAVÉRIO","100MG|oral|comprimido",47.26,158.39,109,"BROMETO DE PINAVÉRIO|BROMETO DE PINAVÉRIO|BROMETO DE PINAVÉRIO|SIILIF|SIILIF","54.83|109.68|109.68|47.26|85.86","79.18|158.39|158.39|68.25|123.99","70|139|139|60|109"
"584","BROMETO DE PINAVÉRIO","50MG|oral|comprimido",41.33,59.69,52,"SIILIF","41.33","59.69","52"
"585","BROMETO DE PIRIDOSTIGMINA","60MG|oral|comprimido",26.49,26.49,26,"MESTINON","26.49","26.49","26"
"586","BROMETO DE ROCURÔNIO","10MG/ML|injetavel|solucao",381.69,1402.16,742,"BROMETO DE ROCURÔNIO|ESMERON|ROCURON|ROCURON|BROMETO DE ROCURONIO","381.69|978.66|538.44|1121.73|636.13","477.11|1223.33|673.05|1402.16|795.16","445|1141|628|1308|742"
"587","BROMETO DE TIOTRÓPIO","2.5MCG|inalatorio|solucao",244.91,306.14,286,"SPIRIVA RESPIMAT","244.91","306.14","286"
"588","BROMETO DE TIOTRÓPIO MONOIDRATADO;CLORIDRATO DE OLODATEROL","2.5MCG|2.5MCG|oral|solucao",172.5,249.11,219,"SPIOLTO","172.5","249.11","219"
"589","BROMETO DE UMECLIDÍNIO","62.5MCG|oral|po",99.85,144.19,127,"VANISTO","99.85","144.19","127"
"590","BROMETO DE UMECLIDÍNIO;FUROATO DE FLUTICASONA;TRIFENATATO DE VILANTEROL","100MCG|oral|po",191.58,276.66,243,"TRELEGY","191.58","276.66","243"
"591","BROMETO DE VECURÔNIO","10MG|injetavel|solucao",704.37,880.46,821,"VECURON","704.37","880.46","821"
"592","BROMETO DE VECURÔNIO","4MG|injetavel|solucao",415.25,519.06,484,"VECURON","415.25","519.06","484"
"593","BROMIDRATO DE CITALOPRAM","20MG|oral|comprimido",38.1,1608.76,141,"CITALOPRAM|CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|CITAGRAN|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|BROMIDRATO DE CITALOPRAM|CITAFORIN|CITTÀ","46.92|38.1|98.84|128.73|1029.8|119.89|128.75|87.96|128.68|1287.01|128.73|39.32|113.36|121.45|121.45|45.87","58.65|47.63|123.55|160.91|1287.25|149.86|160.94|109.95|160.85|1608.76|160.91|49.15|141.7|151.81|151.81|57.34","55|44|115|150|1201|140|150|103|150|1501|150|46|132|142|142|53"
"594","BROMIDRATO DE DARIFENACINA","15MG|oral|comprimido",102.93,228.7,201,"BROMIDRATO DE DARIFENACINA|FENAZIC|ENABLEX","102.93|158.36|158.37","148.64|228.69|228.7","130|201|201"
"595","BROMIDRATO DE DARIFENACINA","7.5MG|oral|comprimido",158.37,228.7,201,"FENAZIC","158.37","228.7","201"
"596","BROMIDRATO DE DEXTROMETORFANO;GUAIFENESINA","1.3MG/ML|13.3MG/ML|oral|solucao",14.62,39.03,26.5,"XAROPE 44 E|XAROPE 44 E","14.62|27.03","21.11|39.03","19|34"
"597","BROMIDRATO DE FENOTEROL","2MG/ML|inalatorio|solucao",16.6,16.6,17,"BEROTEC","16.6","16.6","17"
"598","BROMIDRATO DE FENOTEROL","5MG/ML|oral|solucao",3.17,761.65,6,"BEROTEC|BROMIDRATO DE FENOTEROL|BROMIDRATO DE FENOTEROL|BROMIDRATO DE FENOTEROL|BROMIFEN","4.97|609.32|3.17|461.77|4.96","6.21|761.65|3.96|577.21|6.2","6|710|4|538|6"
"599","BROMIDRATO DE GALANTAMINA","16MG|oral|comprimido",87.45,2551.13,175,"BROMIDRATO DE GALANTAMINA|COGLIVE|GAUDY|BROMIDRATO DE GALANTAMINA|REGRESSA|BROMIDRATO DE GALANTAMINA|COGIT|BROMIDRATO DE GALANTAMINA|REMINYL|BROMIDRATO DE GALANTAMINA|BROMIDRATO DE GALANTAMINA|ELATIUM|BROMIDRATO DE GALANTAMINA","273.63|127.17|174.96|187.47|167.19|174.96|141.16|87.45|269.19|273.33|2551.13|273.33|174.96","273.63|127.17|174.96|187.47|167.19|174.96|141.16|87.45|269.19|273.33|2551.13|273.33|174.96","274|127|175|187|167|175|141|87|269|273|2551|273|175"
"600","BROMIDRATO DE GALANTAMINA","24MG|oral|comprimido",94.03,2743.56,209,"BROMIDRATO DE GALANTAMINA|COGLIVE|GAUDY|BROMIDRATO DE GALANTAMINA|REGRESSA|BROMIDRATO DE GALANTAMINA|COGIT|BROMIDRATO DE GALANTAMINA|REMINYL|BROMIDRATO DE GALANTAMINA|BROMIDRATO DE GALANTAMINA|ELATIUM","294.23|139.88|188.14|201.58|216.03|188.14|168.3|94.03|289.43|293.93|2743.56|293.93","294.23|139.88|188.14|201.58|216.03|188.14|168.3|94.03|289.43|293.93|2743.56|293.93","294|140|188|202|216|188|168|94|289|294|2744|294"
"601","BROMIDRATO DE GALANTAMINA","8MG|oral|comprimido",76.84,2219.05,186,"BROMIDRATO DE GALANTAMINA|COGLIVE|GAUDY|BROMIDRATO DE GALANTAMINA|REGRESSA|COGIT|BROMIDRATO DE GALANTAMINA|REMINYL|BROMIDRATO DE GALANTAMINA|BROMIDRATO DE GALANTAMINA|ELATIUM|BROMIDRATO DE GALANTAMINA","237.76|114.45|199.79|172.47|139.54|122.58|99.87|76.84|237.74|2219.05|237.74|199.79","237.76|114.45|199.79|172.47|139.54|122.58|99.87|76.84|237.74|2219.05|237.74|199.79","238|114|200|172|140|123|100|77|238|2219|238|200"
"602","BROMIDRATO DE VORTIOXETINA","10MG|oral|comprimido",254.18,734.13,483,"BRINTELLIX|BRINTELLIX","254.18|508.36","367.06|734.13","322|644"
"603","BROMIDRATO DE VORTIOXETINA","15MG|oral|comprimido",309.86,447.47,393,"BRINTELLIX","309.86","447.47","393"
"604","BROMIDRATO DE VORTIOXETINA","5MG|oral|comprimido",42.34,183.51,107.5,"BRINTELLIX|BRINTELLIX","42.34|127.07","61.14|183.51","54|161"
"605","BROMOPRIDA","10MG|oral|comprimido",14.52,449.89,19,"PLAMET|BROMOPRIDA|DIGESTIL|BROMOPRIDA|DIGESTINA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|DIGESIGMA|BROMOPRIDA|BROMOPRIDA|DIGESAN","22.72|15.37|15.28|14.8|20.87|15.37|14.76|311.54|83.58|16.12|15.37|14.52|23.65","32.82|22.19|22.06|21.38|30.15|22.19|21.31|449.89|120.7|23.29|22.19|20.97|34.16","29|19|19|19|26|19|19|395|106|20|19|18|30"
"606","BROMOPRIDA","1MG/ML|oral|solucao",22.99,33.2,29,"DIGESAN","22.99","33.2","29"
"607","BROMOPRIDA","4MG/ML|oral|solucao",9.74,3876.82,16,"FÁGICO|PRIDECIL|BROMOPRIDA|DIGESTIL|BROMOPRIDA|DIGESTINA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|DIGESIGMA GOTAS|DIGEVITA|BROMOPRIDA|BROMOPRIDA|DIGESAN","12.84|10.96|11.46|13.98|11.96|17.27|13.68|9.74|2684.56|549.87|13.07|11.37|11.37|12.41|13.16|10.32|20.67","18.54|15.83|16.56|20.19|17.26|24.94|19.75|14.07|3876.82|794.07|18.88|16.43|16.43|17.92|19.01|14.91|29.85","16|14|15|18|15|22|17|12|3403|697|17|14|14|16|17|13|26"
"608","BROMOPRIDA","5MG/ML|injetavel|solucao",23.13,376.01,155,"PLAMET|PLAMET|DIGESTINA|BROMOPRIDA|BROMOPRIDA|BROMOPRIDA|BROMOGEX|BROMOPRIDA|DIGESAN","260.37|33.09|23.13|121.07|244.25|122.19|145.57|122.2|188.04","376.01|47.78|33.41|174.84|352.73|176.45|210.22|176.47|271.56","330|42|29|153|310|155|185|155|238"
"609","BUDESONIDA","0.25MG/ML|oral|solucao",27.74,138.96,81,"PULMICORT|PULMICORT","27.74|111.17","34.68|138.96","32|130"
"610","BUDESONIDA","0.5MG/ML|oral|solucao",34.67,173.71,101,"PULMICORT|PULMICORT","34.67|138.97","43.34|173.71","40|162"
"611","BUDESONIDA","100MCG|nasal|solucao",37.76,55.45,48,"NOEX|BUSONID","37.76|44.36","47.2|55.45","44|52"
"612","BUDESONIDA","200MCG|inalatorio|comprimido",6.44,32.14,26,"MIFLONIDE|BUSONID|BUSONID|BUSONID","26.16|32.14|25.74|6.44","26.16|32.14|25.74|6.44","26|32|26|6"
"613","BUDESONIDA","32MCG|inalatorio|solucao",20.48,20.48,20,"BUDECORT AQUA","20.48","20.48","20"
"614","BUDESONIDA","32MCG|nasal|solucao",14.22,27.13,15,"NOEX|BUDESONIDA|INALIDE|BUSONID|BUSONID|INALAJET","21.7|14.22|14.22|15.03|15.03|16.4","27.13|14.22|14.22|15.03|15.03|16.4","25|14|14|15|15|16"
"615","BUDESONIDA","400MCG|inalatorio|comprimido",11.2,60.69,50.5,"MIFLONIDE|BUSONID|BUSONID|BUSONID","48.55|55.83|44.76|11.2","60.69|55.83|44.76|11.2","57|56|45|11"
"616","BUDESONIDA","50MCG|nasal|solucao",22.06,47.2,33,"NOEX|BUSONID","37.76|22.06","47.2|22.06","44|22"
"617","BUDESONIDA","64MCG|nasal|solucao",25.21,47.99,33,"NOEX|BUDESONIDA|INALIDE|BUSONID|INALAJET","38.39|25.21|25.21|30.04|32.77","47.99|25.21|25.21|37.55|32.77","45|25|25|35|33"
"618","BUDESONIDA MICRONIZADA","3MG|oral|comprimido",220.47,275.59,257,"ENTOCORT","220.47","275.59","257"
"619","BUPRENORFINA","10MG|oral|comprimido",83.09,119.99,105,"RESTIVA","83.09","119.99","105"
"620","BUPRENORFINA","20MG|oral|comprimido",124.94,360.86,237.5,"TRANSTEC|RESTIVA","249.88|124.94","360.86|180.42","317|158"
"621","BUPRENORFINA","30MG|oral|comprimido",374.82,541.29,475,"TRANSTEC","374.82","541.29","475"
"622","BUPRENORFINA","40MG|oral|comprimido",499.78,721.74,634,"TRANSTEC","499.78","721.74","634"
"623","BUPRENORFINA","5MG|oral|comprimido",65.29,94.29,83,"RESTIVA","65.29","94.29","83"
"624","BUSSULFANO","6MG/ML|injetavel|solucao",7251.45,9064.31,8455,"BUSILVEX","7251.45","9064.31","8455"
"625","BUTIL BROMETO DE ESCOPOLAMINA","10MG|oral|comprimido",11.02,15.91,14,"COLIPAN","11.02","15.91","14"
"626","BUTILBROMETO DE ESCOPOLAMINA","10MG/ML|oral|solucao",9.58,22.13,15.5,"BUSCOPAN|BUTILBROMETO DE ESCOPOLAMINA","9.58|15.32","13.84|22.13","12|19"
"627","BUTILBROMETO DE ESCOPOLAMINA","10MG|oral|comprimido",9.56,13.84,12,"BUSCOPAN|UNI-HIOSCIN","9.58|9.56","13.84|13.81","12|12"
"628","BUTILBROMETO DE ESCOPOLAMINA","20MG/ML|injetavel|solucao",5.28,126.95,111,"BUTILBROMETO DE ESCOPOLAMINA|BUTILBROMETO DE ESCOPOLAMINA|BUTILBROMETO DE ESCOPOLAMINA","5.28|87.91|87.88","7.62|126.95|126.91","7|111|111"
"629","BUTILBROMETO DE ESCOPOLAMINA","500MG|10MG|oral|comprimido",13.42,19.38,17,"ESPASLIT DUO","13.42","19.38","17"
"630","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA","10MG|250MG|oral|comprimido",8.96,156.03,56,"ESCOPEN COMPOSTO|NEOCOPAN COMPOSTO|NEOCOPAN COMPOSTO","108.04|8.96|43.95","156.03|12.95|63.46","137|11|56"
"631","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA","250MG|10MG|oral|comprimido",8.53,12.31,11,"BELSPAN","8.53","12.31","11"
"632","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA","333.4MG/ML|6.67MG/ML|oral|solucao",18.65,26.94,24,"DIPIRONA MONOIDRATADA + BUTILBROMETO DE ESCOPOLAMINA","18.65","26.94","24"
"633","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA","4MG/ML|500MG/ML|injetavel|solucao",66.56,96.12,84,"HYPOCINA COMPOSTA","66.56","96.12","84"
"634","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA","6.67MG/ML|333.4MG/ML|oral|solucao",7.99,16.98,12.5,"DORSPAN|NEOCOPAN COMPOSTO","11.76|7.99","16.98|11.54","15|10"
"635","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","10MG|250MG|oral|comprimido",10.39,15.01,13,"BUSCOPAN COMPOSTO","10.39","15.01","13"
"636","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","20MG|2.5G|injetavel|solucao",9.39,13.56,12,"BUSCOPAN COMPOSTO","9.39","13.56","12"
"637","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","250MG|10MG|oral|comprimido",11.95,17.25,15,"BINOSPAN COMPOSTO","11.95","17.25","15"
"638","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","333.4MG/ML|6.67MG/ML|oral|solucao",8.1,11.69,10,"BELSPAN","8.1","11.69","10"
"639","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","4MG/ML|500MG/ML|injetavel|solucao",196.27,283.43,249,"BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA","196.27","283.43","249"
"640","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","4MG|500MG/ML|injetavel|solucao",191.03,275.87,242,"BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA","191.03","275.87","242"
"641","BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA","6.67MG/ML|333.4MG/ML|oral|solucao",6.51,2354.89,11,"BUSCOVERAN COMPOSTO|ATROVEX|BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA|BUSCOPLEX COMPOSTO|BUSCOPLEX COMPOSTO","6.51|8.29|829.53|7.72|1630.68","9.4|11.98|1197.93|11.15|2354.89","8|11|1052|10|2067"
"642","BUTILBROMETO DE ESCOPOLAMINA;METILBROMETO DE HOMATROPINA;DIPIRONA MONOIDRATADA;BROMIDRATO DE HIOSCIAMINA","300MG|1MG|0.0065MG|0.104MG|oral|comprimido",11.46,16.56,15,"TROPINAL","11.46","16.56","15"
"643","BUTILBROMETO DE ESCOPOLAMINA;METILBROMETO DE HOMATROPINA;DIPIRONA MONOIDRATADA;BROMIDRATO DE HIOSCIAMINA","300MG|1MG|0.0065MG|0.104MG|oral|solucao",12.35,17.83,16,"TROPINAL","12.35","17.83","16"
"644","BUTILBROMETO DE ESCOPOLAMINA;PARACETAMOL","10MG|500MG|oral|comprimido",13.32,19.24,17,"BUSCODUO","13.32","19.24","17"
"645","CABAZITAXEL","60MG|injetavel|solucao",11077.71,21303.79,19871,"PROAZITAX|CABAZITAXEL|CABAZRED|CAAB|JEVTANA","17043.03|11077.71|17042.46|17043.02|17043.03","21303.79|13847.14|21303.08|21303.78|21303.79","19871|12916|19870|19871|19871"
"646","CABERGOLINA","0.5MG|oral|comprimido",45.88,254.39,156,"CABERGOLINA|CABERGOLINA|CABERGOLINA|CABEREDUX|CABEREDUX|CABERGOLINA|DOSTINEX|DOSTINEX|CABERTRIX|CABERTRIX|CABERGOLINA|CABERGOLINA|CABERGOLINA|CABERGOLINA|CABERGOLINA","47.18|163.13|165.36|47.82|165.38|156.24|73.59|254.39|47.82|165.38|45.88|47.81|165.33|47.83|165.34","47.18|163.13|165.36|47.82|165.38|156.24|73.59|254.39|59.78|206.73|45.88|47.81|165.33|47.83|165.34","47|163|165|48|165|156|74|254|56|193|46|48|165|48|165"
"647","CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO","500MG|30MG|oral|comprimido",118.95,192.69,160,"MELHORAL|DORIL","133.43|118.95","192.69|171.77","169|151"
"648","CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO","650MG|65MG|oral|comprimido",93.43,134.92,118,"CAFIASPIRINA","93.43","134.92","118"
"649","CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO;CLORIDRATO DE FENILEFRINA;MALEATO DE DEXCLORFENIRAMINA","1MG|10MG|30MG|400MG|oral|comprimido",5.5,238.42,18.5,"CORISTINA D|CORISTINA D|CORISTINA D|CORISTINA D","5.5|19.25|10.42|165.1","7.94|27.8|15.05|238.42","7|24|13|209"
"650","CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA","300MG|35MG|50MG|oral|comprimido",56.93,82.21,72,"RELAFLEX","56.93","82.21","72"
"651","CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA","300MG|50MG|35MG|oral|comprimido",9.37,57.73,41,"NEVRALGEX|NEVRALGEX|MIORRELAX","9.37|32.44|39.97","13.53|46.84|57.73","12|41|51"
"652","CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA","35MG/ML|300MG/ML|50MG/ML|oral|solucao",8.34,12.04,11,"DORICIN","8.34","12.04","11"
"653","CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA","35MG|300MG|50MG|oral|comprimido",8.68,113.26,12,"DORICIN|DORICIN|ANA - FLEX|NOVRALFLEX|FENAFLEX - ODC","78.43|9.43|9.46|8.68|60.21","113.26|13.62|13.65|12.53|86.96","99|12|12|11|76"
"654","CAFEÍNA ANIDRA;CLORIDRATO DE ISOMETEPTENO;DIPIRONA","30MG|300MG|30MG|oral|comprimido",10.44,15.07,13,"NERALGYN","10.44","15.07","13"
"655","CAFEÍNA ANIDRA;DIPIRONA","500MG|65MG|oral|comprimido",17.64,161.61,91,"DIPIRONA + CAFEÍNA|DORONA CAFI|DORONA CAFI","72.1|17.64|111.91","104.12|25.48|161.61","91|22|142"
"656","CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;CLORIDRATO DE ISOMETEPTENO;DIPIRONA","300MG/ML|50MG/ML|30MG/ML|oral|solucao",8.46,12.22,11,"SEDOL","8.46","12.22","11"
"657","CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA","300MG|30MG|30MG|oral|comprimido",8.77,130.42,62.5,"SEDOL|SEDOL","8.77|90.31","12.66|130.42","11|114"
"658","CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA","30MG/ML|300MG/ML|50MG/ML|oral|solucao",17.79,25.68,23,"NEOSALDINA","17.79","25.68","23"
"659","CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA","30MG|300MG|30MG|oral|comprimido",13.31,277.92,169,"NEOSALDINA|NEOSALDINA|NEOSALDINA|NEOSALDINA|NEOSALDINA","13.31|170.69|133.46|19.2|192.45","19.22|246.49|192.73|27.72|277.92","17|216|169|24|244"
"660","CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA","30MG|300MG|oral|comprimido",111.62,161.2,141,"NERALGYN","111.62","161.2","141"
"661","CAFEÍNA;ÁCIDO ACETIL SALICILICO","50MG|oral|comprimido",102.86,148.54,130,"ALICURA","102.86","148.54","130"
"662","CAFEÍNA;CITRATO DE ORFENADRINA;DIPIRONA","35MG|300MG|50MG|oral|comprimido",6.01,8.68,8,"FENAFLEX - ODC","6.01","8.68","8"
"663","CAFEÍNA;HIDRÓXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA;ÁCIDO ACETILSALICÍLICO","15MG|150MG|150MG|50MG|oral|comprimido",6.52,144.14,15,"ENGOV|ENGOV|ENGOV","99.81|6.52|11.87","144.14|9.41|17.14","127|8|15"
"664","CALCIPOTRIOL","50MCG/G|30G|topico|po",59.71,86.23,76,"DAIVONEX","59.71","86.23","76"
"665","CALCITONINA SINTÉTICA DE SALMÃO","200UI|nasal|solucao",164.05,164.05,164,"SEACALCIT","164.05","164.05","164"
"666","CALCITRIOL","0.25MCG|oral|comprimido",52.81,65.68,59.5,"SIGMATRIOL|OSTRIOL","52.81|65.68","52.81|65.68","53|66"
"667","CALCITRIOL","1MCG/ML|injetavel|solucao",65.25,65.25,65,"CALCIJEX","65.25","65.25","65"
"668","CANABIDIOL;TETRAIDROCANABINOL","27MG/ML|25MG/ML|oral|solucao",1826.6,2637.82,2315,"MEVATYL","1826.6","2637.82","2315"
"669","CANAGLIFLOZINA HEMI-HIDRATADA","100MG|oral|comprimido",33.75,146.24,85.5,"INVOKANA|INVOKANA","33.75|101.27","48.74|146.24","43|128"
"670","CANAGLIFLOZINA HEMI-HIDRATADA","300MG|oral|comprimido",43.34,187.76,110,"INVOKANA|INVOKANA","43.34|130.02","62.59|187.76","55|165"
"671","CANAQUINUMABE","150MG/ML|injetavel|solucao",38098.81,55019.18,48294,"ILARIS","38098.81","55019.18","48294"
"672","CANDESARTANA CILEXETILA","16MG|oral|comprimido",42.45,135.73,91.5,"VENZER|CANDESARTANA CILEXETILA|CANDESARTANA CILEXETILA|ATACAND","42.45|73.92|83.55|108.58","53.06|92.4|104.44|135.73","49|86|97|127"
"673","CANDESARTANA CILEXETILA","32MG|oral|comprimido",45.93,57.41,54,"VENZER","45.93","57.41","54"
"674","CANDESARTANA CILEXETILA","8MG|oral|comprimido",42.45,125.54,88.5,"VENZER|CANDESARTANA CILEXETILA|CANDESARTANA CILEXETILA|ATACAND","42.45|68.34|83.55|100.43","53.06|85.43|104.44|125.54","49|80|97|117"
"675","CÂNFORA","712.04MG|oral|comprimido",38.24,55.22,48,"CÂNFORA","38.24","55.22","48"
"676","CÂNFORA (2-BORNANONA);MENTOL;SALICILATO DE METILA","20G|oral|po",8.88,12.83,11,"ALIVIOL","8.88","12.83","11"
"677","CÂNFORA (2-BORNANONA);SALICILATO DE METILA","40MG|13.6MG|10MG|20G|oral|pomada-creme-gel",10.84,15.65,14,"GELMINEX","10.84","15.65","14"
"678","CAPECITABINA","150MG|oral|comprimido",390.59,488.26,455,"CORRETAL|XELODA","390.61|390.59","488.26|488.24","455|455"
"679","CAPECITABINA","500MG|oral|comprimido",1618.55,3112.5,2791.5,"CORRETAL|XELODA|COAMA|CAPECITABINA","2298.2|2489.99|2490|1618.55","2872.75|3112.49|3112.5|2023.19","2680|2903|2903|1887"
"680","CAPSAICINA","0.25MG/G|50G|topico|pomada-creme-gel",41.29,59.62,52,"MOMENT","41.29","59.62","52"
"681","CAPSAICINA","0.25MG/ML|topico|comprimido",30.49,44.03,39,"MOMENT","30.49","44.03","39"
"682","CAPSAICINA","0.75MG/G|50G|topico|pomada-creme-gel",49.55,71.56,63,"MOMENT","49.55","71.56","63"
"683","CAPTOPRIL","12.5MG|oral|comprimido",14.41,18.01,17,"CAPTOPRIL","14.41","18.01","17"
