"","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"451","BENZILPENICILINA BENZATINA","600000UI|injetavel|po",245.29,306.61,286,"FURP-BENZILPENICILINA BENZATINA","245.29","306.61","286"
"452","BENZILPENICILINA BENZATINA","600000UI|injetavel|solucao",424.66,530.83,495,"BEPEBEN","424.66","530.83","495"
"453","BENZILPENICILINA POTÁSSICA","5000000UI|injetavel|po",343.12,428.9,400,"ARICILINA","343.12","428.9","400"
"454","BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA","400000U|injetavel|comprimido",404.54,505.68,472,"PENKARON","404.54","505.68","472"
"455","BENZNIDAZOL","100MG|oral|comprimido",65.52,81.9,76,"LAFEPE BENZNIDAZOL","65.52","81.9","76"
"456","BENZOATO DE ALOGLIPTINA","12.5MG|oral|comprimido",70.3,101.53,89,"NESINA","70.3","101.53","89"
"457","BENZOATO DE ALOGLIPTINA","25MG|oral|comprimido",136.7,197.41,173,"NESINA","136.7","197.41","173"
"458","BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA","12.5MG|1000MG|oral|comprimido",138.73,200.35,176,"NESINA MET","138.73","200.35","176"
"459","BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA","12.5MG|850MG|oral|comprimido",138.73,200.35,176,"NESINA MET","138.73","200.35","176"
"460","BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA","25MG|15MG|oral|comprimido",137.76,198.94,175,"NESINA PIO","137.76","198.94","175"
"461","BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA","25MG|30MG|oral|comprimido",137.76,198.94,175,"NESINA PIO","137.76","198.94","175"
"462","BENZOATO DE BENZILA","0.1G/G|60G|oral|comprimido",10.47,15.12,13,"BENZIN","10.47","15.12","13"
"463","BENZOATO DE BENZILA","0.1G/G|80G|oral|po",9.92,14.33,13,"SANASAR","9.92","14.33","13"
"464","BENZOATO DE BENZILA","0.25G/ML|topico|comprimido",9.87,14.25,13,"BENZODERM","9.87","14.25","13"
"465","BENZOATO DE BENZILA","100MG/G|60G|oral|comprimido",8.71,12.57,11,"BENZODERM","8.71","12.57","11"
"466","BENZOATO DE BENZILA","250MG/ML|oral|comprimido",4.88,11.37,8,"ESCAB-IFAL|ESCAB-IFAL","7.87|4.88","11.37|7.05","10|6"
"467","BENZOATO DE BENZILA","250MG/ML|topico|comprimido",9.99,14.43,13,"SANASAR","9.99","14.43","13"
"468","BENZOATO DE RIZATRIPTANA","10MG|oral|comprimido",18.02,22.53,21,"MAXALT","18.02","22.53","21"
"469","BENZOCAÍNA","200MG/G|12G|oral|pomada-creme-gel",4.38,5.48,5,"BENZOTOP","4.38","5.48","5"
"470","BENZOILMETRONIDAZOL","40MG/ML|oral|solucao",7.75,423.11,11,"BENZOILMETRONIDAZOL|FLAGIMAX|BENZOILMETRONIDAZOL|FURP METRONIDAZOL","8.72|10.19|7.75|338.49","10.9|12.74|9.69|423.11","10|12|9|395"
"471","BERACTANTO","25MG/ML|oral|comprimido",1022.15,2555.54,1788,"SURVANTA|SURVANTA","2044.43|1022.15","2555.54|1277.69","2384|1192"
"472","BESILATO DE ANLODIPINO","10MG|oral|comprimido",12.43,1120.06,63,"AMLOVASC|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|ROXFLAN|NORVASC|NORVASC|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|TENLOPIN|AMLODIL|AMLODIL|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|CORDAREX|BESILATO DE ANLODIPINO|PRESSAT|PRESSAT|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|ANLO|BESILATO DE ANLODIPINO|ALIVPRESS|BESILATO DE ANLODIPINO|BESILAPIN|BESILAPIN|BESILATO DE ANLODIPINO|TENSALIV|BESILATO DE ANLODIPINO","12.43|35.09|23.15|14.61|34.96|28.98|82.72|170.66|91.36|46.62|46.62|128.52|17.78|26.82|41.34|203.53|105.74|75.29|150.54|56.48|57.78|53.78|42.64|18.51|30.75|53.75|53.75|896.05|70.92|54.07|66.13","15.54|43.86|28.94|18.26|43.7|36.23|103.4|213.33|114.2|58.28|58.28|160.65|22.23|33.53|51.68|254.41|132.18|94.11|188.18|70.6|72.23|67.23|53.3|23.14|38.44|67.19|67.19|1120.06|88.65|67.59|82.66","14|41|27|17|41|34|96|199|107|54|54|150|21|31|48|237|123|88|176|66|67|63|50|22|36|63|63|1045|83|63|77"
"473","BESILATO DE ANLODIPINO","2.5MG|oral|comprimido",19.75,161.53,59.5,"CORDAREX|CORDAREX|PRESSAT|PRESSAT","62.83|129.22|19.75|39.52","78.54|161.53|24.69|49.4","73|151|23|46"
"474","BESILATO DE ANLODIPINO","5MG|oral|comprimido",8.76,569.44,32,"AMLOVASC|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|ROXFLAN|NORVASC|NORVASC|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|TENLOPIN|AMLODIL|AMLODIL|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|CORDAREX|CORDAREX|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|PRESSAT|PRESSAT|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|BESILATO DE ANLODIPINO|ANLO|BESILATO DE ANLODIPINO|ALIVPRESS|BESILATO DE ANLODIPINO|BESILAPIN|BESILAPIN|BESILATO DE ANLODIPINO|TENSALIV|BESILATO DE ANLODIPINO","10.09|18.07|13.07|8.76|43.8|21.9|14.66|42.04|86.62|42|21.94|21.94|75.58|14.06|13.33|22.94|108.34|85.33|53.75|72.32|38.03|76.08|35.29|48.65|27.32|23.4|14.43|17.54|27.33|27.33|455.55|35.47|30.89|16.59","12.61|22.59|16.34|10.95|54.75|27.38|18.33|52.55|108.28|52.5|27.43|27.43|94.48|17.58|16.66|28.68|135.43|106.66|67.19|90.4|47.54|95.1|44.11|60.81|34.15|29.25|18.04|21.93|34.16|34.16|569.44|44.34|38.61|20.74","12|21|15|10|51|26|17|49|101|49|26|26|88|16|16|27|126|99|63|84|44|89|41|57|32|27|17|20|32|32|531|41|36|19"
"475","BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA","2.5MG|50MG|oral|comprimido",19.08,102.21,58.5,"LOTAR|LOTAR","81.77|19.08","102.21|23.85","95|22"
"476","BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA","5MG|100MG|oral|comprimido",22.43,120.29,73,"BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA|LOTAR|LOTAR","62.55|96.23|22.43","78.19|120.29|28.04","73|112|26"
"477","BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA","5MG|50MG|oral|comprimido",19.86,106.46,61,"LOTAR|LOTAR","19.86|85.17","24.83|106.46","23|99"
"478","BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA","20MG|5MG|oral|comprimido",36.03,102.95,51,"BENICARANLO|OLMETECANLO|OLMY ANLO|FLUXOCOR ANLO","43.41|82.36|43.41|36.03","54.26|102.95|54.26|45.04","51|96|51|42"
"479","BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA","40MG|10MG|oral|comprimido",49.07,116.36,57,"BENICARANLO|OLMETECANLO|OLMY ANLO","49.08|93.09|49.07","61.35|116.36|61.34","57|109|57"
"480","BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA","40MG|5MG|oral|comprimido",40.73,116.36,57,"BENICARANLO|OLMETECANLO|OLMY ANLO|FLUXOCOR ANLO","49.08|93.09|49.07|40.73","61.35|116.36|61.34|50.91","57|109|57|47"
"481","BESILATO DE ANLODIPINO;TELMISARTANA","40MG|5MG|oral|comprimido",19.2,83.19,48.5,"MICARDIS ANLO|MICARDIS ANLO","19.2|57.61","27.72|83.19","24|73"
"482","BESILATO DE ANLODIPINO;TELMISARTANA","80MG|10MG|oral|comprimido",73.79,106.56,94,"MICARDIS ANLO","73.79","106.56","94"
"483","BESILATO DE ANLODIPINO;TELMISARTANA","80MG|5MG|oral|comprimido",24.6,106.56,62.5,"MICARDIS ANLO|MICARDIS ANLO","24.6|73.79","35.52|106.56","31|94"
"484","BESILATO DE ATRACÚRIO","10MG/ML|injetavel|solucao",96.63,1289.81,634,"TRACUR|TRACUR|TRACRIUM","1031.85|543.63|96.63","1289.81|679.54|120.79","1203|634|113"
"485","BESILATO DE CISATRACÚRIO","2MG/ML|injetavel|solucao",19.21,357.38,170,"CIS|CIS|NOSINT|NIMBIUM|BESILATO DE CISATRACÚRIO|BESILATO DE CISATRACÚRIO|BESILATO DE CISATRACÚRIO","145.86|285.9|146.07|147.81|19.21|37.38|92.07","182.33|357.38|182.59|184.76|24.01|46.73|115.09","170|333|170|172|22|44|107"
"486","BESILATO DE LEVANLODIPINO","2.5MG|oral|comprimido",33.86,97.8,43,"NOVANLO|NOVANLO|COR-SELECT","33.86|67.72|33.86","48.89|97.8|48.89","43|86|43"
"487","BESILATO DE LEVANLODIPINO","5MG|oral|comprimido",65.78,189.98,83,"NOVANLO|NOVANLO|COR-SELECT","65.78|131.55|65.78","94.99|189.98|94.99","83|167|83"
"488","BETA-AGALSIDASE","35MG|injetavel|solucao",11407.67,14259.59,13301,"FABRAZYME","11407.67","14259.59","13301"
"489","BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL","ERRO|oral|comprimido",31.16,45,39,"DAMATER","31.16","45","39"
"490","BETACIPIONATO DE ESTRADIOL;ACETATO DE MEDROXIPROGESTERONA","25MG|5MG/ML|injetavel|solucao",19.5,24.38,23,"DEPOMES","19.5","24.38","23"
"491","BETACIPIONATO DE ESTRADIOL;ACETATO DE MEDROXIPROGESTERONA","25MG|5MG|injetavel|solucao",21.49,26.86,25,"CYCLOFEMINA","21.49","26.86","25"
"492","BETAEPOETINA","10000UI|injetavel|solucao",1845.81,2307.26,2152,"RECORMON","1845.81","2307.26","2152"
"493","BETAÍNA","1G/G|180G|oral|po",1628.14,2269.33,2021,"CYSTADANE","1628.14","2269.33","2021"
"494","BETAINTERFERONA 1A","22MCG|injetavel|solucao",2932.05,8672.24,5890,"REBIF|BIO-MANGUINHOS BETAINTERFERONA 1A","8672.24|2932.05","8672.24|3283.9","8672|3108"
"495","BETAINTERFERONA 1A","44MCG|injetavel|solucao",3310.49,9866.16,6687.5,"REBIF|BIO-MANGUINHOS BETAINTERFERONA 1A","9866.16|3310.49","9866.16|3707.75","9866|3509"
"496","BETAINTERFERONA 1A","60MCG/ML|injetavel|comprimido",5197.71,6497.14,6060,"AVONEX","5197.71","6497.14","6060"
"497","BETAINTERFERONA 1B","9.6MUI|injetavel|comprimido",5480.98,5480.98,5481,"BETAFERON","5480.98","5480.98","5481"
"498","BETAISTINA;CLORIDRATO DE BETAISTINA","16MG|oral|comprimido",13.65,19.71,17,"DICLORIDRATO DE BETAISTINA","13.65","19.71","17"
"499","BETAMETASONA","0.05MG/ML|0.4MG/ML|oral|solucao",18.99,27.43,24,"DEXMINE","18.99","27.43","24"
"500","BETAMETASONA","0.1MG/ML|oral|comprimido",12.4,29.38,18,"BETAMETASONA|BETAMETASONA|BETAMETASONA|CELESTONE|KOIDE","13.14|15.27|15.26|23.5|12.4","16.43|19.09|19.08|29.38|15.5","15|18|18|27|14"
"501","BETAMETASONA","0.4MG/ML|0.05MG/ML|oral|solucao",13.46,365.05,21.5,"MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|LERGIDRIN|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA","16.53|13.46|17.7|252.79","23.87|19.44|25.56|365.05","21|17|22|320"
"502","BETAMETASONA","0.5MG|oral|comprimido",10.78,13.48,13,"CELESTONE","10.78","13.48","13"
"503","BETAMETASONA","2MG|0.25MG|oral|comprimido",12.62,18.23,16,"DEXTAMINE","12.62","18.23","16"
"504","BETAMETASONA","2MG|oral|comprimido",14.59,18.24,17,"CELESTONE","14.59","18.24","17"
"505","BETAMETASONA;CETOCONAZOL","20MG|0.5MG/G|30G|topico|pomada-creme-gel",23.68,34.39,30,"CETOCORT|CETOCORT","23.81|23.68","34.39|34.19","30|30"
"506","BETAMETASONA;CETOCONAZOL","20MG|0.5MG|2.5MG|30G|topico|pomada-creme-gel",23.48,29.35,27,"BETACORTAZOL","23.48","29.35","27"
"507","BETAMETASONA;FOSFATO DISSÓDICO DE BETAMETASONA","4MG/ML|injetavel|solucao",5.7,7.13,7,"CELESTONE","5.7","7.13","7"
"508","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.05MG/ML|0.4MG/ML|oral|solucao",30.33,43.8,38,"CELESTAMINE","30.33","43.8","38"
"509","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.25MG/5ML|2MG/5ML|oral|solucao",16.21,32.51,25,"CELERGIN|KOIDE D","16.21|22.51","23.4|32.51","21|29"
"510","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.25MG/5ML|2MG|oral|solucao",16.21,23.4,21,"CELERG","16.21","23.4","21"
"511","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.25MG/ML|2MG/ML|oral|solucao",25.28,36.5,32,"CELESTAMINE","25.28","36.5","32"
"512","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.25MG|2MG|oral|comprimido",9.9,17.33,14,"CELERGIN|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|DEXMINE|DEXMINE|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|CELERG","12|10.87|9.9|10.74|10.87|12","17.33|15.7|14.3|15.51|15.7|17.33","15|14|13|14|14|15"
"513","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","0.4MG/ML|0.05MG/ML|oral|solucao",6.92,32.61,22,"MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|LESTALGYN|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|DEXTAMINE|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|DEXMINE|CELETIL|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|ALERGIDEX|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA","20.09|17.83|17.64|11.58|19.71|15.63|16.42|22.49|22.58|15.96|6.92|14.03|19.76|19.73|19.71|15.96|17.41|16.79","29.01|25.75|25.48|16.72|28.47|22.58|23.71|32.48|32.61|23.05|9.99|20.26|28.53|28.5|28.47|23.04|25.14|24.25","25|23|22|15|25|20|21|29|29|20|9|18|25|25|25|20|22|21"
"514","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","2MG/5ML|0.25MG/5ML|oral|solucao",16.03,23.14,20,"CELESTRAT","16.03","23.14","20"
"515","BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA","2MG|0.25MG|oral|comprimido",9.19,17.7,14,"MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|CELESTRAT|CELESTRAT|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA|MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA","11.2|9.19|12.26|11.21|11.21","16.17|13.27|17.7|16.19|16.19","14|12|16|14|14"
"516","BEVACIZUMABE","25MG/ML|oral|solucao",1540.88,7457.68,4376.5,"AVASTIN|AVASTIN","1540.88|5966.14","1926.1|7457.68","1797|6956"
"517","BEZAFIBRATO","200MG|oral|comprimido",17.9,19.94,19,"BEZAFIBRATO|BEZAFIBRATO|BEZAFIBRATO","19.94|18.96|17.9","19.94|18.96|17.9","20|19|18"
"518","BEZAFIBRATO","400MG|oral|comprimido",100.73,125.91,117,"CEDUR","100.73","125.91","117"
"519","BICALUTAMIDA","50MG|oral|comprimido",495.43,952.74,619,"BICALUTAMIDA|CASODEX|BICALUTAMIDA|BICALUTAMIDA|BYCAL","530.81|762.19|495.43|530.79|530.79","663.51|952.74|619.29|663.49|663.49","619|889|578|619|619"
"520","BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA","100MG/ML|20MG/ML|oral|solucao",16.04,55.44,23,"LUFTAGASTROPRO|LUFTAGASTROPRO|LUFTAGASTROPRO","18.29|16.04|38.39","26.42|23.16|55.44","23|20|49"
"521","BICARBONATO DE SÓDIO","0.084G/ML|oral|solucao",37.72,56.65,48.5,"CPHD FARMARIN|CPHD FARMARIN","37.72|45.32","47.15|56.65","44|53"
"522","BICARBONATO DE SÓDIO","100MG/ML|injetavel|solucao",85.8,107.25,100,"BICARBONATO DE SÓDIO - FARMACE","85.8","107.25","100"
"523","BICARBONATO DE SÓDIO","650G|oral|po",9.74,129.34,11,"SOL-CART B|BIBAG|BIBAG","103.47|9.74|9.74","129.34|12.18|12.18","121|11|11"
"524","BICARBONATO DE SÓDIO","650G|oral|solucao",10.91,13.64,13,"FARMACART","10.91","13.64","13"
"525","BICARBONATO DE SÓDIO","700G|oral|po",10.44,13.05,12,"BIBAG","10.44","13.05","12"
"526","BICARBONATO DE SÓDIO","720G|oral|solucao",12.09,15.11,14,"FARMACART","12.09","15.11","14"
"527","BICARBONATO DE SÓDIO","760G|oral|po",120.97,151.21,141,"SOL-CART B","120.97","151.21","141"
"528","BICARBONATO DE SÓDIO","8.4G|oral|solucao",17.13,21.41,20,"CPHD BICARBONATO DE SÓDIO 8,4 %","17.13","21.41","20"
"529","BICARBONATO DE SÓDIO","84G|oral|solucao",7.81,9.76,9,"CPHD 35 BA","7.81","9.76","9"
"530","BICARBONATO DE SÓDIO","84MG/ML|injetavel|solucao",54.5,1072.44,113.5,"BICARBONATO DE SÓDIO|BICARBONATO DE SÓDIO|BICARBONATO DE SÓDIO - FARMACE|BICARBONATO DE SÓDIO","54.5|857.95|86.95|108.37","68.13|1072.44|108.69|135.46","64|1000|101|126"
"531","BICARBONATO DE SÓDIO","84MG/ML|oral|solucao",22.57,28.21,26,"BICARBONATO DE SÓDIO 8,4 %","22.57","28.21","26"
"532","BICARBONATO DE SÓDIO","900G|oral|po",13.54,16.93,16,"BIBAG|BIBAG","13.54|13.54","16.93|16.93","16|16"
"533","BICARBONATO DE SÓDIO","900G|oral|solucao",15.12,18.9,18,"FARMACART","15.12","18.9","18"
"534","BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO","0.462G/G|0.09G/G|5G|oral|po",44.59,64.39,57,"ESTOMANOL","44.59","64.39","57"
"535","BICARBONATO DE SÓDIO;GLICOSE;CLORETO DE SÓDIO","1G|686G|oral|solucao",15.67,19.59,18,"CPHD GENIUS|CPHD GENIUS DS","15.67|15.67","19.59|19.59","18|18"
"536","BILASTINA","20MG|oral|comprimido",30.81,89.03,58.5,"ALEKTOS|ALEKTOS","30.81|61.65","44.5|89.03","39|78"
"537","BIMATOPROSTA","0.1MG/ML|oftalmico|solucao",77.66,161.75,121,"LUMIGAN|LUMIGAN","77.66|129.4","97.08|161.75","91|151"
"538","BIMATOPROSTA","0.3MG/ML|oftalmico|solucao",62.47,4686.78,91,"LUMIGAN|LUMIGAN|BIMATOPROSTA|BIMATOPROSTA|GLAMIGAN|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA|BIMATOPROSTA","96.14|144.23|62.47|93.72|62.47|62.47|93.72|62.48|93.74|62.48|93.74|4686.78|62.47|62.48","120.18|180.29|78.09|117.15|78.09|78.09|117.15|78.1|117.18|78.1|117.18|4686.78|78.09|62.48","112|168|73|109|73|73|109|73|109|73|109|4687|73|62"
"539","BIMATOPROSTA","0.3MG/ML|topico|solucao",134.94,168.68,157,"LATISSE","134.94","168.68","157"
"540","BIOTINA","2.5MG|oral|comprimido",133.76,579.49,339.5,"UNTRAL|UNTRAL","133.76|401.28","193.16|579.49","170|509"
"541","BISACODIL","5MG|oral|comprimido",3.93,81.17,8,"BISALAX|BISALAX|DUCODIL|PLESONAX|PLESONAX|LACTO PURGA|LACTO PURGA|DULCOLAX","3.93|29.41|4.62|4.26|21.33|56.21|5.29|6.95","5.67|42.47|6.67|6.15|30.8|81.17|7.65|10.03","5|37|6|5|27|71|7|9"
"542","BISOPROLOL;HIDROCLOROTIAZIDA","10MG|25MG|oral|comprimido",71.06,88.83,83,"CONCOR HCT","71.06","88.83","83"
"543","BISOPROLOL;HIDROCLOROTIAZIDA","5MG|12.5MG|oral|comprimido",70.12,87.65,82,"CONCOR HCT","70.12","87.65","82"
"544","BISSULFATO DE CLOPIDOGREL","75MG|oral|comprimido",27.14,5079.19,145.5,"PLAQ|BISSULFATO DE CLOPIDOGREL|PLAGREL|PLAGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|CUORE|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|PLAQUEVIX|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|CLOPIN|CLOPIN|BISSULFATO DE CLOPIDOGREL|CLOPIPLAX|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|BISSULFATO DE CLOPIDOGREL|CLOPIDO-GRAN|BISSULFATO DE CLOPIDOGREL|PLAVIX","54.85|72.94|29.72|51.29|27.14|94.89|103.79|33.27|144.65|77.9|148.88|148.88|140.77|134.54|108.64|106.92|213.85|244.56|148.88|148.88|113.41|2031.66|4063.35|138.23|125.57|138.22|51.13|138.23|77.93|138.23|148.88|137.31|72.94|212.66","68.56|91.18|29.72|51.29|27.14|94.89|103.79|33.27|144.65|97.38|186.1|186.1|140.77|168.18|135.8|133.65|267.31|305.7|186.1|186.1|141.76|2539.58|5079.19|172.79|156.96|172.78|63.91|172.79|97.41|172.79|186.1|171.64|72.94|212.66","64|85|30|51|27|95|104|33|145|91|174|174|141|157|127|125|249|285|174|174|132|2369|4738|161|146|161|60|161|91|161|174|160|73|213"
"545","BISSULFATO DE CLOPIDOGREL;ÁCIDO ACETILSALICÍLICO","75MG|100MG|oral|comprimido",229.01,286.26,267,"CLOPIN DUO","229.01","286.26","267"
"546","BITARTARATO DE METARAMINOL","10MG/ML|injetavel|solucao",109.78,137.23,128,"ARAMIN","109.78","137.23","128"
"547","BLINATUMOMABE","38.5MCG|injetavel|solucao",8478.45,12243.88,10747,"BLINCYTO","8478.45","12243.88","10747"
"548","BORAGO OFFICINALIS L.","900MG|oral|comprimido",47.13,109.69,78,"GAMALINE V|GAMALINE V","47.13|75.96","68.07|109.69","60|96"
"549","BORATO DE SÓDIO;CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA","0.2MG/ML|60MG/ML|1MG/ML|topico|solucao",17.75,25.63,23,"MALVONA","17.75","25.63","23"
"550","BORATO DE SÓDIO;CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA","0.2MG|60MG|1MG/ML|topico|solucao",9.69,13.99,12,"MALVONA","9.69","13.99","12"
"551","BORTEZOMIBE","3.5MG|injetavel|po",2598.63,3248.29,3030,"BORTEZOMIBE|BORTYZ","2598.63|2598.63","3248.29|3248.29","3030|3030"
"552","BORTEZOMIBE","3.5MG|injetavel|solucao",2598.54,4997.26,3776,"TOVAR|MIELOCADE|VELCADE|BORTEZOMIBE|BOZORED","3238.68|3216.24|3997.81|2598.54|3298.19","4048.35|4020.3|4997.26|3248.18|4122.74","3776|3750|4661|3030|3845"
"553","BOSENTANA","125MG|oral|comprimido",3229.76,3229.76,3230,"BOSENTANA","3229.76","3229.76","3230"
"554","BOSENTANA MONOIDRATADA","125MG|oral|comprimido",3229.74,4037.18,3766,"BOSENTANA","3229.74","4037.18","3766"
"555","BOSENTANA MONOIDRATADA","62.5MG|oral|comprimido",1614.87,2018.59,1883,"BOSENTANA","1614.87","2018.59","1883"
"556","BRENTUXIMABE VEDOTINA","50MG|injetavel|po",13440.64,19409.87,17037,"ADCETRIS","13440.64","19409.87","17037"
"557","BREXPIPRAZOL","0.5MG|oral|comprimido",118.86,171.64,151,"REXULTI","118.86","171.64","151"
"558","BREXPIPRAZOL","1MG|oral|comprimido",237.72,343.3,301,"REXULTI","237.72","343.3","301"
"559","BREXPIPRAZOL","2MG|oral|comprimido",451.37,651.83,572,"REXULTI","451.37","651.83","572"
"560","BREXPIPRAZOL","3MG|oral|comprimido",451.37,651.83,572,"REXULTI","451.37","651.83","572"
"561","BRIGATINIBE","180MG|oral|comprimido",19394.88,28008.5,24585,"EVOBRIG","19394.88","28008.5","24585"
"562","BRIGATINIBE","90MG|180MG|oral|comprimido",16970.52,24507.44,21512,"EVOBRIG","16970.52","24507.44","21512"
"563","BRIGATINIBE","90MG|oral|comprimido",9697.44,14004.24,12292,"EVOBRIG","9697.44","14004.24","12292"
"564","BRINZOLAMIDA","10MG/ML|oftalmico|solucao",51.93,64.91,61,"AZOPT","51.93","64.91","61"
"565","BROMAZEPAM","2.5MG/ML|oral|solucao",13.25,16.56,15,"SOMALIUM","13.25","16.56","15"
"566","BROMAZEPAM","3MG|oral|comprimido",8.37,54.44,17,"BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|FLUXTAR|BROMAZEPAM|SOMALIUM|BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|LEXOTAN|BROMAZEPAM|BROMAZEPAM (PORTARIA 344/98 - LISTA B1)|BROMAZEPAM","13.65|13.58|43.55|23.53|13.85|16.83|8.37|12.9|11.99|26.18|14.72|16.06|15.39","17.06|16.98|54.44|29.41|17.31|21.04|10.46|16.13|14.99|32.73|18.4|20.08|19.24","16|16|51|27|16|20|10|15|14|31|17|19|18"
"567","BROMAZEPAM","6MG|oral|comprimido",12.95,87.55,26,"BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|FLUXTAR|BROMAZEPAM|SOMALIUM|BROMAZEPAM|BROMAZEPAM|BROMAZEPAM|LEXOTAN|BROMAZEPAM|BROMAZEPAM (PORTARIA 344/98 - LISTA B1)|BROMAZEPAM","21.94|21.8|70.04|32.08|20.17|26.88|12.95|19.7|19|43.97|24.98|26.94|19.85","27.43|27.25|87.55|40.1|25.21|33.6|16.19|24.63|23.75|54.96|31.23|33.68|24.81","26|25|82|37|24|31|15|23|22|51|29|31|23"
"568","BROMAZEPAM;SULPIRIDA","1MG|25MG|oral|comprimido",20.93,26.16,24,"SULPAN","20.93","26.16","24"
